,property,location,price,area,furnished status,additional details
2184,Residential Plot,"RR Nagar, Bangalore",44.4 L,1200,New New/Resale,5 - 6 years old1 open sidesEast facing
2185,Residential Plot,"Uganavadi, Bangalore",1.03 Cr,1500,New New/Resale,1 open sidesNorth facing
2186,Residential Plot,"Aavalahalli, Bangalore",1.03 Cr,1500,New New/Resale,4 - 5 years old1 open sidesWest facing
2187,Residential Plot,"RR Nagar, Bangalore",96.6 L,1400,New New/Resale,1 open sidesNorth facing
2188,Residential Plot,"RR Nagar, Bangalore",1.17 Cr,1700,New New/Resale,4 - 5 years old1 open sidesWest facing
2189,Residential Plot,"RR Nagar, Bangalore",1.1 Cr,1600,New New/Resale,1 open sidesEast facing
2190,Residential Plot in Shelter VR Royal Homes,"RR Nagar, Bangalore",80.4 L,1200,New New/Resale,0 - 1 year old1 open sidesEast facing
2191,Residential Plot,"Abbigere, Bangalore",1.03 Cr,1500,New New/Resale,1 open sidesWest facing
2192,Residential Plot,"Chikkanayakanahalli at Off Sarjapur, Bangalore",56.4 L,1200,New New/Resale,1 open sidesNorth facing
2193,Residential Plot,"Chikkanayakanahalli at Off Sarjapur, Bangalore",51.8 L,1400,New New/Resale,5 - 6 years old1 open sidesNorth facing
2194,Residential Plot,"Chikkanayakanahalli at Off Sarjapur, Bangalore",80.4 L,1200,New New/Resale,1 open sidesNorth facing
2195,Residential Plot,"Chikkanayakanahalli at Off Sarjapur, Bangalore",1.1 Cr,1600,New New/Resale,4 - 5 years old1 open sidesWest facing
2196,Residential Plot,"gattahalli, Bangalore",48.1 L,1300,New New/Resale,5 - 6 years old1 open sidesNorth facing
2197,Residential Plot,"Chikkanayakanahalli at Off Sarjapur, Bangalore",1.17 Cr,1700,New New/Resale,1 open sidesEast facing
2198,Residential Plot,"gattahalli, Bangalore",65.8 L,1400,New New/Resale,1 open sidesNorth facing
2199,Residential Plot,"gattahalli, Bangalore",87.1 L,1300,New New/Resale,1 open sidesNorth facing
2200,Residential Plot,"Electronic City Phase 1, Bangalore",1.17 Cr,1700,New New/Resale,1 open sidesEast facing
2201,Residential Plot,"Banashankari, Bangalore",65.8 L,1400,New New/Resale,1 open sidesNorth facing
2202,4 BHK Apartment,"Subramanyapura, Bangalore",3.67 Cr,3500,Under Construction Construction Status,4 BathroomsNew East facing
2203,Residential Plot,"Devanahalli, Bangalore",80.04 L,1740,New New/Resale,1 open sides
2204,4 BHK Apartment,"Gottigere, Bangalore",3.67 Cr,3500,Under Construction Construction Status,4 BathroomsNew East facing
2205,Residential Plot,"Talaghattapura, Bangalore",67.2 L,2100,New New/Resale,4 - 5 years old2 open sidesEast facing
2206,Residential Plot,"Jakkur, Bangalore",1.08 Cr,2250,New New/Resale,1 open sides
2207,3 BHK Apartment,"Anjanapura, Bangalore",75 L,1350,Ready to move Construction Status,2 BathroomsNew East facing
2208,3 BHK Apartment,"Anjanapura, Bangalore",75 L,1350,Ready to move Construction Status,2 BathroomsNew East facing
2209,3 BHK Apartment,"Banashankari, Bangalore",74 L,1350,Ready to move Construction Status,2 BathroomsNew East facing
2210,3 BHK Apartment,"Banashankari, Bangalore",73 L,1350,Ready to move Construction Status,2 BathroomsNew East facing
2211,4 BHK Independent House,"Devanahalli, Bangalore",1.85 Cr,1200,Ready to move Construction Status,4 BathroomsNew NorthWest facing
2212,Residential Plot in Odion Odion The Woods Of East,"Devanahalli, Bangalore",1 Cr,1200,New New/Resale,1 open sidesEast facing
2213,Residential Plot in Odion Odion The Woods Of East,"Devanahalli, Bangalore",1.2 Cr,1500,New New/Resale,1 open sidesEast facing
2214,Residential Plot in Odion Odion The Woods Of East,"Devanahalli, Bangalore",1.66 Cr,1600,Resale New/Resale,0 - 1 year old2 open sidesSouthWest facing
2215,Residential Plot in Odion Odion The Woods Of East,"Talaghattapura, Bangalore",2.32 Cr,2250,Resale New/Resale,0 - 1 year old2 open sidesEast facing
2216,Residential Plot,"Devanahalli, Bangalore",1.15 Cr,1650,New New/Resale,8 years old1 open sidesEast facing
2217,Residential Plot in Odion Odion The Woods Of East,"Devanahalli, Bangalore",96 L,1200,New New/Resale,1 open sidesWest facing
2218,Residential Plot,"Devanahalli, Bangalore",1.67 Cr,2400,New New/Resale,8 years old2 open sidesWest facing
2219,Residential Plot,"Vidyaranyapura, Bangalore",1.04 Cr,1500,New New/Resale,8 years old2 open sidesEast facing
2220,2 BHK Apartment in Prestige Casabella,"Devanahalli, Bangalore",1.12 Cr,1243,Ready to move Construction Status,7 - 8 years old2 BathroomsResale
2221,3 BHK Apartment in Tata The Promont,"Konanakunte, Bangalore",2.65 Cr,2378,Ready to move Construction Status,6 - 7 years old3 BathroomsResale
2222,3 BHK Apartment in Mantri Serenity,"Thanisandra Main Road, Bangalore",1.68 Cr,1710,Ready to move Construction Status,2 - 3 years old3 BathroomsNew
2223,2 BHK Apartment in Godrej Royale Woods,"Jakkur, Bangalore",72 L,950,Ready to move Construction Status,2 BathroomsResale North facing
2224,3 BHK Villa in Puravankara Smiling Willows,"Anagalapura Near Hennur Main Road, Bangalore",3.67 Cr,2772,Ready to move Construction Status,4 - 5 years old3 BathroomsNew
2225,3 BHK Apartment in Sobha Forest View,"Anagalapura Near Hennur Main Road, Bangalore",2 Cr,1930,Ready to move Construction Status,6 - 7 years old3 BathroomsResale
2226,3 BHK Apartment in NR Windgates,"Anagalapura Near Hennur Main Road, Bangalore",1.1 Cr,1425,Ready to move Construction Status,6 - 7 years old2 BathroomsResale
2227,2 BHK Apartment in Oceanus White Meadows,"Anagalapura Near Hennur Main Road, Bangalore",90 L,1257,Under Construction Construction Status,Possession by Nov 20282 BathroomsNew
2228,2 BHK Apartment in Oceanus White Meadows,"Jakkur, Bangalore",96 L,1342,Under Construction Construction Status,Possession by Nov 20282 BathroomsNew
2229,3 BHK Apartment in Tata The Promont,"Jakkur, Bangalore",3 Cr,2520,Ready to move Construction Status,6 - 7 years old4 BathroomsResale
2230,3 BHK Apartment in Tata The Promont,"Thanisandra, Bangalore",2.65 Cr,2378,Ready to move Construction Status,6 - 7 years old3 BathroomsResale
2231,2 BHK Apartment in Godrej Royale Woods,"Thanisandra, Bangalore",66 L,950,Ready to move Construction Status,2 BathroomsResale East facing
2232,3 BHK Apartment in Godrej Royale Woods,"Thanisandra, Bangalore",88 L,1150,Ready to move Construction Status,2 BathroomsResale North facing
2233,2 BHK Apartment in Godrej Royale Woods,"Thanisandra, Bangalore",69 L,950,Ready to move Construction Status,2 BathroomsResale North facing
2234,2 BHK Apartment in Godrej Royale Woods,"Thanisandra, Bangalore",66 L,952,Ready to move Construction Status,2 BathroomsResale South facing
2235,3 BHK Apartment in Sobha Forest Edge,"Anagalapura Near Hennur Main Road, Bangalore",2.4 Cr,1878,Ready to move Construction Status,1 - 2 years old3 BathroomsResale
2236,2 BHK Apartment in Godrej Royale Woods,"Anagalapura Near Hennur Main Road, Bangalore",72 L,950,Ready to move Construction Status,2 BathroomsResale North facing
2237,2 BHK Apartment in Godrej Royale Woods,"Jakkur, Bangalore",67 L,950,Ready to move Construction Status,2 BathroomsResale East facing
2238,2 BHK Apartment in Godrej Royale Woods,"Thanisandra, Bangalore",88 L,1150,Ready to move Construction Status,3 BathroomsResale East facing
2239,4 BHK Independent House,"Jakkur, Bangalore",1.75 Cr,2800,Ready to move Construction Status,4 BathroomsResale West facing
2240,2 BHK Apartment in Godrej Royale Woods,"Thanisandra, Bangalore",66 L,952,Ready to move Construction Status,2 BathroomsResale South facing
2241,Residential Plot,"Thanisandra, Bangalore",1.5 Cr,1200,New New/Resale,1 open sidesWest facing
2242,3 BHK Apartment in Bhartiya Nikoo Homes,"Kodigehalli, Bangalore",1.3 Cr,1265,Ready to move Construction Status,6 - 7 years old2 BathroomsResale
2243,1 BHK Apartment in Coevolve Northern Star,"Kodigehalli, Bangalore",60 L,859,Ready to move Construction Status,5 - 6 years old1 BathroomsResale
2244,3 BHK Villa in Prestige Augusta Golf Village,"Varadharaja Nagar, Bangalore",4.6 Cr,2401,Ready to move Construction Status,6 - 7 years old3 BathroomsResale
2245,3 BHK Villa in Prestige Augusta Golf Village,"Kodigehalli, Bangalore",4.25 Cr,2401,Ready to move Construction Status,6 - 7 years old3 BathroomsResale
2246,3 BHK Villa in Prestige Augusta Golf Village,"Vidyaranyapura, Bangalore",4.5 Cr,2401,Ready to move Construction Status,6 - 7 years old3 BathroomsResale
2247,3 BHK Villa in Prestige Augusta Golf Village,"Voderahalli, Bangalore",4.5 Cr,2400,Ready to move Construction Status,6 - 7 years old3 BathroomsResale
2248,3 BHK Apartment in Sobha HRC Pristine,"Vidyaranyapura, Bangalore",3 Cr,1937,Ready to move Construction Status,1 - 2 years old3 BathroomsResale
2249,3 BHK Apartment in Sobha HRC Pristine,"Varadharaja Nagar, Bangalore",3 Cr,1934,Ready to move Construction Status,1 - 2 years old3 BathroomsResale
2250,3 BHK Apartment in G Corp The Icon,"Vidyaranyapura, Bangalore",2.3 Cr,1998,Ready to move Construction Status,1 - 2 years old3 BathroomsResale
2251,2 BHK Apartment in Sobha Dream Gardens,"Virupakshapura, Bangalore",1 Cr,1051,Ready to move Construction Status,2 BathroomsResale North facing
2252,2 BHK Apartment in Sobha Dream Gardens,"Virupakshapura, Bangalore",1.15 Cr,1057,Ready to move Construction Status,2 BathroomsResale North facing
2253,2 BHK Apartment in Sobha Dream Gardens,"Vidyaranyapura, Bangalore",1.08 Cr,1057,Ready to move Construction Status,2 BathroomsResale North facing
2254,3 BHK Apartment in G Corp The Icon,"Kempe Gowda Nagar, Bangalore",2.22 Cr,1998,Ready to move Construction Status,1 - 2 years old3 BathroomsResale
2255,3 BHK Villa in Prestige Augusta Golf Village,"Kempe Gowda Nagar, Bangalore",4.5 Cr,2402,Ready to move Construction Status,6 - 7 years old3 BathroomsResale
2256,3 BHK Villa in Prestige Augusta Golf Village,"Varadharaja Nagar, Bangalore",4.5 Cr,2402,Ready to move Construction Status,6 - 7 years old3 BathroomsResale
2257,3 BHK Apartment in Sobha HRC Pristine,"Varadharaja Nagar, Bangalore",3 Cr,1936,Ready to move Construction Status,1 - 2 years old3 BathroomsResale
2258,4 BHK Apartment in G Corp The Icon,"Varadharaja Nagar, Bangalore",3.15 Cr,2697,Ready to move Construction Status,1 - 2 years old4 BathroomsResale
2259,3 BHK Apartment in Sobha HRC Pristine,"Varadharaja Nagar, Bangalore",3 Cr,1935,Ready to move Construction Status,1 - 2 years old3 BathroomsResale
2260,2 BHK Apartment in G Corp The Icon,"Kempe Gowda Nagar, Bangalore",1.6 Cr,1350,Ready to move Construction Status,1 - 2 years old2 BathroomsResale
2261,2 BHK Apartment in Sobha Dream Gardens,"J. P. Nagar, Bangalore",1 Cr,1053,Ready to move Construction Status,2 BathroomsResale North facing
2262,3 BHK Apartment,"J. P. Nagar, Bangalore",90 L,1500,Ready to move Construction Status,3 BathroomsNew North facing
2263,3 BHK Apartment,"J. P. Nagar, Bangalore",83 L,1350,Ready to move Construction Status,2 BathroomsNew North facing
2264,3 BHK Apartment,"J. P. Nagar, Bangalore",68.5 L,1300,Ready to move Construction Status,6 - 7 years old2 BathroomsNew
2265,3 BHK Apartment,"J. P. Nagar, Bangalore",82 L,1350,Ready to move Construction Status,2 BathroomsNew North facing
2266,3 BHK Apartment,"J. P. Nagar, Bangalore",87 L,1350,Ready to move Construction Status,2 BathroomsNew North facing
2267,2 BHK Apartment,"J. P. Nagar, Bangalore",54 L,1215,Ready to move Construction Status,5 - 6 years old2 BathroomsNew
2268,2 BHK Apartment,"J. P. Nagar, Bangalore",1.2 Cr,1200,Ready to move Construction Status,2 BathroomsNew North facing
2269,3 BHK Apartment,"J. P. Nagar, Bangalore",68 L,1300,Ready to move Construction Status,6 - 7 years old2 BathroomsNew
2270,2 BHK Apartment in Samaya Royal,"J. P. Nagar, Bangalore",64 L,1200,Ready to move Construction Status,6 - 7 years old2 BathroomsNew
2271,3 BHK Apartment,"Krishnarajapura, Bangalore",82 L,1350,Ready to move Construction Status,2 BathroomsNew East facing
2272,3 BHK Apartment,"Krishnarajapura, Bangalore",90 L,1500,Ready to move Construction Status,3 BathroomsNew East facing
2273,3 BHK Apartment,"Krishnarajapura, Bangalore",85 L,1550,Ready to move Construction Status,2 BathroomsNew North facing
2274,2 BHK Apartment,"Aavalahalli, Bangalore",74 L,1200,Ready to move Construction Status,6 - 7 years old2 BathroomsNew
2275,3 BHK Apartment,"Krishnarajapura, Bangalore",1.2 Cr,2200,Ready to move Construction Status,6 - 7 years old2 BathroomsNew
2276,2 BHK Apartment,"Battarahalli, Bangalore",58 L,1100,Ready to move Construction Status,6 - 7 years old2 BathroomsNew
2277,3 BHK Apartment,"Hemmigepura, Bangalore",78 L,1500,Ready to move Construction Status,6 - 7 years old2 BathroomsNew
2278,2 BHK Apartment,"Gangasandra, Bangalore",55 L,1050,Ready to move Construction Status,6 - 7 years old2 BathroomsResale
2279,3 BHK Apartment,"Gangasandra, Bangalore",68.5 L,1300,Ready to move Construction Status,6 - 7 years old2 BathroomsNew
2280,3 BHK Apartment,"Gangasandra, Bangalore",78.5 L,1500,Ready to move Construction Status,6 - 7 years old2 BathroomsNew
2281,2 BHK Apartment,"Gangasandra, Bangalore",57.3 L,1050,Ready to move Construction Status,4 - 5 years old2 BathroomsNew
2282,3 BHK Apartment,"Gangasandra, Bangalore",71.2 L,1400,Ready to move Construction Status,4 - 5 years old2 BathroomsNew
2283,3 BHK Apartment,"Kumbalgodu, Bangalore",71.2 L,1400,Ready to move Construction Status,4 - 5 years old2 BathroomsNew
2284,2 BHK Apartment,"Kumbalgodu, Bangalore",57.3 L,1050,Ready to move Construction Status,4 - 5 years old2 BathroomsNew
2285,2 BHK Apartment,"Kumbalgodu, Bangalore",57.3 L,1050,Ready to move Construction Status,4 - 5 years old2 BathroomsNew
2286,2 BHK Apartment,"Electronic City Phase 2, Bangalore",57.3 L,1050,Ready to move Construction Status,4 - 5 years old2 BathroomsNew
2287,3 BHK Apartment,"Electronic City Phase 2, Bangalore",71.2 L,1400,Ready to move Construction Status,4 - 5 years old2 BathroomsNew
2288,3 BHK Apartment,"Electronic City Phase 2, Bangalore",71.2 L,1400,Ready to move Construction Status,4 - 5 years old2 BathroomsNew
2289,3 BHK Apartment,"Electronic City Phase 2, Bangalore",71.2 L,1400,Ready to move Construction Status,4 - 5 years old2 BathroomsNew
2290,2 BHK Apartment,"Electronic City Phase 2, Bangalore",57.3 L,1050,Ready to move Construction Status,4 - 5 years old2 BathroomsNew
2291,2 BHK Apartment,"Electronic City Phase 2, Bangalore",55.9 L,1191,Ready to move Construction Status,2 BathroomsNew East facing
2292,2 BHK Apartment,"Electronic City Phase 2, Bangalore",58.9 L,1255,Ready to move Construction Status,2 BathroomsNew East facing
2293,2 BHK Apartment,"Hemmigepura, Bangalore",54.5 L,1155,Ready to move Construction Status,2 BathroomsNew North facing
2294,2 BHK Apartment,"Yeshwantpur, Bangalore",55.9 L,1191,Ready to move Construction Status,2 BathroomsNew East facing
2295,2 BHK Apartment,"Yeshwantpur, Bangalore",54.5 L,1155,Ready to move Construction Status,2 BathroomsNew North facing
2296,2 BHK Apartment,"Yeshwantpur, Bangalore",58.9 L,1255,Ready to move Construction Status,2 BathroomsNew East facing
2297,4 BHK Independent House,"Yeshwantpur, Bangalore",2.25 Cr,3500,Ready to move Construction Status,4 BathroomsNew
2298,4 BHK Villa in Urbanrise Paradise On Earth,"Jakkur, Bangalore",3.03 Cr,2472,Under Construction Construction Status,Possession by Jan 2026New
2299,4 BHK Villa in Urbanrise Paradise On Earth,"Jakkur, Bangalore",3.09 Cr,2526,Under Construction Construction Status,Possession by Jan 2026New
2300,4 BHK Villa in Urbanrise Paradise On Earth,"Hoodi, Bangalore",3.24 Cr,2647,Under Construction Construction Status,Possession by Jan 2026New
2301,4 BHK Villa in Urbanrise Paradise On Earth,"Hoodi, Bangalore",3.64 Cr,2972,Under Construction Construction Status,Possession by Jan 2026New
2302,4 BHK Villa in Urbanrise Paradise On Earth,"Hoodi, Bangalore",3.68 Cr,3009,Under Construction Construction Status,Possession by Jan 2026New
2303,2 BHK Apartment in Brigade Horizon,"Hennur, Bangalore",82.58 L,1064,Under Construction Construction Status,Possession by Dec 20262 BathroomsNew
2304,3 BHK Apartment in Provident PROVIDENT SUNWORTH CITY,"Battarahalli, Bangalore",61.27 L,1082,Ready to move Construction Status,5 - 6 years oldNew
2305,2 BHK Apartment in Provident PROVIDENT SUNWORTH CITY,"Cheemasandra, Bangalore",50 L,883,Ready to move Construction Status,5 - 6 years oldNew
2306,3 BHK Apartment in Avighna Aarna Vintage,"Cheemasandra, Bangalore",58.52 L,1540,Ready to move Construction Status,0 - 1 year oldNew
2307,3 BHK Apartment in Avighna Aarna Vintage,"Hennur, Bangalore",53.46 L,1407,Ready to move Construction Status,0 - 1 year oldNew
2308,1 BHK Apartment in Avighna Aarna Vintage,"Thanisandra, Bangalore",26.29 L,692,Ready to move Construction Status,0 - 1 year oldNew
2309,2 BHK Apartment in Avighna Aarna Vintage,"Kalyan Nagar, Bangalore",45.1 L,1187,Ready to move Construction Status,0 - 1 year oldNew
2310,3 BHK Apartment in Avighna Aarna Vintage,"Vasanth Nagar, Bangalore",52.66 L,1386,Ready to move Construction Status,0 - 1 year oldNew
2311,3 BHK Apartment in Avighna Aarna Vintage,"Kanakapura, Bangalore",54.07 L,1423,Ready to move Construction Status,0 - 1 year oldNew
2312,3 BHK Apartment in Avighna Aarna Vintage,"RR Nagar, Bangalore",51.87 L,1365,Ready to move Construction Status,0 - 1 year oldNew
2313,4 BHK Independent House,"RR Nagar, Bangalore",2.25 Cr,3500,Ready to move Construction Status,4 BathroomsNew
2314,3 BHK Apartment in CNTC India The Presidential Tower,"Hennur, Bangalore",3.83 Cr,2415,Ready to move Construction Status,1 - 2 years oldNew
2315,4 BHK Apartment in CNTC India The Presidential Tower,"Narayanapura on Hennur Main Road, Bangalore",4.84 Cr,3055,Ready to move Construction Status,1 - 2 years oldNew
2316,3 BHK Apartment in CNTC India The Presidential Tower,"Hulimavu, Bangalore",3.66 Cr,2310,Ready to move Construction Status,1 - 2 years oldNew
2317,3 BHK Apartment in CNTC India The Presidential Tower,"Jakkur, Bangalore",2.53 Cr,1595,Ready to move Construction Status,1 - 2 years oldNew
2318,Residential Plot,"Narayanapura on Hennur Main Road, Bangalore",4.62 Cr,2800,New New/Resale,1 open sidesEast facing
2319,Residential Plot,"Narayanapura on Hennur Main Road, Bangalore",3.17 Cr,1925,New New/Resale,1 open sidesWest facing
2320,Residential Plot,"Thanisandra, Bangalore",1.17 Cr,1700,New New/Resale,1 open sidesEast facing
2321,Residential Plot,"Thanisandra, Bangalore",1.1 Cr,1600,New New/Resale,1 open sidesWest facing
2322,Residential Plot,"Narayanapura on Hennur Main Road, Bangalore",1.03 Cr,1500,New New/Resale,1 open sidesWest facing
2323,Residential Plot,"Narayanapura on Hennur Main Road, Bangalore",61.1 L,1300,New New/Resale,1 open sidesSouth facing
2324,Residential Plot,"Narayanapura on Hennur Main Road, Bangalore",1.03 Cr,1500,New New/Resale,1 open sidesEast facing
2325,Residential Plot,"Narayanapura on Hennur Main Road, Bangalore",71.5 L,1300,New New/Resale,5 - 6 years old1 open sidesWest facing
2326,Residential Plot,"Narayanapura on Hennur Main Road, Bangalore",66 L,1200,New New/Resale,5 - 6 years old1 open sidesWest facing
2327,Residential Plot,"Narayanapura on Hennur Main Road, Bangalore",56.4 L,1200,New New/Resale,1 open sidesWest facing
2328,Residential Plot,"Narayanapura on Hennur Main Road, Bangalore",6.5 Cr,4000,New New/Resale,1 open sidesEast facing
2329,Residential Plot,"Kannur on Thanisandra Main Road, Bangalore",1.5 Cr,600,New New/Resale,1 open sidesSouth facing
2330,3 BHK Apartment in Reputed Builder Golf Link Apartment,"Kannur on Thanisandra Main Road, Bangalore",2.18 Cr,1750,Ready to move Construction Status,32 - 33 years old2 BathroomsResale
2331,2 BHK Apartment,"Narayanapura on Hennur Main Road, Bangalore",85 L,1300,Ready to move Construction Status,2 BathroomsResale East facing
2332,4 BHK Apartment,"Narayanapura on Hennur Main Road, Bangalore",3.67 Cr,3500,Under Construction Construction Status,4 BathroomsNew East facing
2333,4 BHK Apartment,"Narayanapura on Hennur Main Road, Bangalore",3.67 Cr,3500,Under Construction Construction Status,4 BathroomsNew East facing
2334,3 BHK Apartment,"Kannur on Thanisandra Main Road, Bangalore",80 L,1530,Ready to move Construction Status,2 BathroomsResale East facing
2335,3 BHK Apartment in Orion Palm Dew,"Narayanapura on Hennur Main Road, Bangalore",1.6 Cr,1890,Ready to move Construction Status,1 - 2 years old3 BathroomsNew
2336,Residential Plot,"Narayanapura on Hennur Main Road, Bangalore",1.32 Cr,1650,Resale New/Resale,1 open sidesWest facing
2337,2 BHK Apartment in Citrus Aries Lakeview,"Narayanapura on Hennur Main Road, Bangalore",1.12 Cr,1288,Ready to move Construction Status,6 - 7 years old2 BathroomsNew
2338,3 BHK Apartment in Sobha City,"Narayanapura on Hennur Main Road, Bangalore",1.5 Cr,1412,Ready to move Construction Status,3 BathroomsResale North facing
2339,2 BHK Apartment in Sobha City,"Thanisandra, Bangalore",1.35 Cr,1345,Ready to move Construction Status,2 BathroomsResale East facing
2340,2 BHK Apartment in Sobha Dream Gardens,"Vijayanagar, Bangalore",1.15 Cr,1051,Ready to move Construction Status,2 BathroomsResale North facing
2341,2 BHK Apartment in Sobha Dream Gardens,"Vijayanagar, Bangalore",1 Cr,1051,Ready to move Construction Status,2 BathroomsResale North facing
2342,3 BHK Apartment in Puravankara Palm Beach,"Vijayanagar, Bangalore",1.75 Cr,1488,Ready to move Construction Status,5 - 6 years old2 BathroomsResale
2343,3 BHK Apartment in Puravankara Palm Beach,"Vijayanagar, Bangalore",1.75 Cr,1482,Ready to move Construction Status,5 - 6 years old2 BathroomsResale
2344,3 BHK Apartment in Puravankara Palm Beach,"Vijayanagar, Bangalore",2 Cr,1635,Ready to move Construction Status,5 - 6 years old3 BathroomsResale
2345,2 BHK Apartment in Puravankara Palm Beach,"Vijayanagar, Bangalore",1.3 Cr,1231,Ready to move Construction Status,5 - 6 years old2 BathroomsResale
2346,3 BHK Apartment in Puravankara Palm Beach,"Vijayanagar, Bangalore",2.2 Cr,1635,Ready to move Construction Status,5 - 6 years old3 BathroomsResale
2347,3 BHK Apartment in Sobha City,"Vijayanagar, Bangalore",1.5 Cr,1412,Ready to move Construction Status,3 BathroomsResale North facing
2348,2 BHK Apartment in Sobha City,"Vijayanagar, Bangalore",1.35 Cr,1345,Ready to move Construction Status,2 BathroomsResale East facing
2349,3 BHK Apartment in Sobha City Casa Serenita,"Vijayanagar, Bangalore",2.25 Cr,1935,Ready to move Construction Status,8 - 9 years old3 BathroomsResale
2350,3 BHK Apartment in Sobha City Casa Serenita,"Vijayanagar, Bangalore",1.7 Cr,1550,Ready to move Construction Status,8 - 9 years old3 BathroomsResale
2351,3 BHK Apartment in Sobha City,"Vijayanagar, Bangalore",1.7 Cr,1558,Ready to move Construction Status,3 BathroomsResale East facing
2352,3 BHK Apartment in Sobha City,"Vijayanagar, Bangalore",2.6 Cr,1935,Ready to move Construction Status,3 BathroomsResale North facing
2353,3 BHK Apartment in Sobha City,"Vijayanagar, Bangalore",1.7 Cr,1551,Ready to move Construction Status,3 BathroomsResale East facing
2354,3 BHK Apartment in Sobha Santorini At City,"Vijayanagar, Bangalore",2.45 Cr,1935,Ready to move Construction Status,6 - 7 years old3 BathroomsResale
2355,3 BHK Apartment in Sobha City,"Vijayanagar, Bangalore",1.7 Cr,1550,Ready to move Construction Status,3 BathroomsResale East facing
2356,2 BHK Apartment in Puravankara Palm Beach,"Vijayanagar, Bangalore",1.33 Cr,1238,Ready to move Construction Status,5 - 6 years old2 BathroomsResale
2357,2 BHK Apartment in Puravankara Palm Beach,"Sahakar Nagar, Bangalore",1.3 Cr,1239,Ready to move Construction Status,5 - 6 years old2 BathroomsResale
2358,2 BHK Apartment in Puravankara Palm Beach,"Subramanyapura, Bangalore",1.36 Cr,1232,Ready to move Construction Status,5 - 6 years old2 BathroomsResale
2359,2 BHK Apartment in Sobha Dream Gardens,"Sarjapur Road Wipro To Railway Crossing, Bangalore",1 Cr,1009,Ready to move Construction Status,2 BathroomsResale North facing
2360,3 BHK Apartment in Durgadevi Enclave,"Jigani, Bangalore",1.5 Cr,1500,Under Construction Construction Status,2 BathroomsNew East facing
2361,3 BHK Apartment in Durgadevi Enclave,"Kalyan Nagar, Bangalore",2.02 Cr,1500,Under Construction Construction Status,2 BathroomsNew East facing
2362,3 BHK Apartment in Durgadevi Enclave,"Banaswadi, Bangalore",2.17 Cr,1610,Under Construction Construction Status,2 BathroomsNew East facing
2363,3 BHK Apartment in Durgadevi Enclave,"Jigani, Bangalore",2.17 Cr,1610,Under Construction Construction Status,2 BathroomsNew East facing
2364,3 BHK Apartment in Durgadevi Enclave,"Jigani, Bangalore",2.06 Cr,1530,Under Construction Construction Status,2 BathroomsNew East facing
2365,3 BHK Apartment in Durgadevi Enclave,"Jigani, Bangalore",2.1 Cr,1560,Under Construction Construction Status,2 BathroomsNew East facing
2366,3 BHK Apartment in Durgadevi Enclave,"Jigani, Bangalore",2.02 Cr,1500,Under Construction Construction Status,2 BathroomsNew East facing
2367,3 BHK Apartment in Durgadevi Enclave,"Jigani, Bangalore",1.38 Cr,1380,Under Construction Construction Status,2 BathroomsNew East facing
2368,3 BHK Apartment in Durgadevi Enclave,"Kasturi Nagar, Bangalore",1.65 Cr,1650,Under Construction Construction Status,2 BathroomsNew East facing
2369,3 BHK Apartment in Durgadevi Enclave,"Jigani, Bangalore",1.45 Cr,1500,Under Construction Construction Status,2 BathroomsNew NorthEast facing
2370,3 BHK Apartment in Durgadevi Enclave,"Jigani, Bangalore",1.2 Cr,1400,Under Construction Construction Status,2 BathroomsNew NorthEast facing
2371,3 BHK Apartment in Durgadevi Enclave,"Jigani, Bangalore",1.2 Cr,1400,Under Construction Construction Status,2 BathroomsNew SouthWest facing
2372,3 BHK Apartment in Durgadevi Enclave,"Jigani, Bangalore",1.2 Cr,1400,Under Construction Construction Status,2 BathroomsNew NorthEast facing
2373,3 BHK Apartment in Durgadevi Enclave,"Jigani, Bangalore",1.25 Cr,1500,Under Construction Construction Status,2 BathroomsNew NorthEast facing
2374,3 BHK Apartment in Durgadevi Enclave,"Jigani, Bangalore",1.35 Cr,1700,Under Construction Construction Status,2 BathroomsNew NorthEast facing
2375,3 BHK Apartment in Durgadevi Enclave,"Jigani, Bangalore",2.06 Cr,1530,Under Construction Construction Status,2 BathroomsNew East facing
2376,3 BHK Apartment in Durgadevi Enclave,"Jigani, Bangalore",1.52 Cr,1520,Under Construction Construction Status,2 BathroomsNew East facing
2377,2 BHK Apartment in Sumadhura Sushantham Phase I,"Jigani, Bangalore",1.02 Cr,1225,Ready to move Construction Status,1 - 2 years oldNew
2378,2 BHK Apartment in Mantri Serenity,"Jigani, Bangalore",1.1 Cr,1260,Ready to move Construction Status,2 - 3 years old2 BathroomsNew
2379,3 BHK Apartment in Mantri Premero,"Jigani, Bangalore",1.41 Cr,1810,Ready to move Construction Status,8 - 9 years old3 BathroomsNew
2380,Residential Plot,"Jigani, Bangalore",87.46 L,3500,New New/Resale,1 open sidesEast facing
2381,Residential Plot,"Jigani, Bangalore",2.88 Cr,1200,New New/Resale,1 open sidesNorth facing
2382,Residential Plot,"Jigani, Bangalore",8 Cr,4000,New New/Resale,1 open sidesEast facing
2383,Residential Plot,"Jigani, Bangalore",82.46 L,3300,New New/Resale,2 open sidesNorth facing
2384,Residential Plot,"Jigani, Bangalore",87.46 L,3500,New New/Resale,1 open sidesNorth facing
2385,Residential Plot,"Jigani, Bangalore",87.47 L,3500,New New/Resale,1 open sidesEast facing
